"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AG1","GA1","GA2","GA3","GA4","MA1","MW1","OC1","REM","EQD"
"07623399999","1990-05-11T06:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","240,1,N,0010,1","01200,1,C,N","011200,1,N,1","+0120,1","+0090,1","99999,9","1,000","05,1,+01200,9,05,9","04,1,+03000,9,03,9",,,"10169,1,99999,9",,,,"Q01+000000PRSWM2"
"07623399999","1990-05-11T07:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","350,1,N,0010,1","99999,1,C,Y","009900,1,N,1","+0130,1","+0100,1","99999,9","2,999",,,,,"10169,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-11T08:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","999,1,C,0000,1","99999,1,C,Y","009900,1,N,1","+0140,1","+0100,1","99999,9","2,999",,,,,"10159,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-11T09:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","010,1,N,0010,1","01500,1,C,N","011200,1,N,1","+0160,1","+0100,1","99999,9","2,000","01,1,+00900,9,08,9","07,1,+01500,9,05,9",,,"10159,1,99999,9",,,,"Q01+000000PRSWM2"
"07623399999","1990-05-11T10:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","020,1,N,0021,1","01800,1,C,N","011200,1,N,1","+0170,1","+0100,1","99999,9","2,999","01,1,+00900,9,08,9","07,1,+01800,9,05,9",,,"10159,1,99999,9",,,,"Q01+000000PRSWM2"
"07623399999","1990-05-11T11:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","010,1,N,0010,1","22000,1,C,N","011200,1,N,1","+0190,1","+0100,1","99999,9","2,999","01,1,+00990,9,08,9","03,1,+01800,9,05,9",,,"10149,1,99999,9",,,,"Q01+000000PRSWM2"
"07623399999","1990-05-11T12:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","080,1,N,0010,1","22000,1,C,N","011200,1,N,1","+0200,1","+0110,1","99999,9","2,000","02,1,+01080,9,08,9",,,,"10139,1,99999,9",,,,"Q01+000000PRSWM2"
"07623399999","1990-05-11T13:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","030,1,N,0021,1","01200,1,C,N","011200,1,N,1","+0200,1","+0110,1","99999,9","2,999","06,1,+01200,9,08,9",,,,"10139,1,99999,9",,,,"Q01+000000PRSWM2"
"07623399999","1990-05-11T14:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","120,1,N,0010,1","99999,1,C,Y","009900,1,N,1","+0210,1","+0110,1","99999,9","2,999",,,,,"10129,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-11T15:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","300,1,N,0021,1","99999,1,C,Y","009900,1,N,1","+0210,1","+0100,1","99999,9","2,000",,,,,"10119,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-12T04:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","999,1,C,0000,1","22000,1,C,N","008000,1,N,1","+0070,1","+0070,1","99999,9","2,999","01,1,+07500,9,00,9",,,,"10091,1,99999,9",,,,"Q01+000000PRSWM2"
"07623399999","1990-05-12T05:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","999,1,C,0000,1","22000,1,C,N","008000,1,N,1","+0070,1","+0070,1","99999,9","1,999","01,1,+07500,9,00,9",,,,"10091,1,99999,9",,,,"Q01+000000PRSWM2"
"07623399999","1990-05-12T06:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","999,1,C,0000,1","99999,1,C,Y","009900,1,N,1","+0090,1","+0090,1","99999,9","2,000",,,,,"10091,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-12T07:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","999,1,C,0000,1","99999,1,C,Y","009900,1,N,1","+0130,1","+0110,1","99999,9","2,999",,,,,"10091,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-12T08:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","360,1,N,0010,1","99999,1,C,Y","009900,1,N,1","+0170,1","+0130,1","99999,9","2,999",,,,,"10091,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-12T09:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","090,1,N,0031,1","99999,1,C,Y","009900,1,N,1","+0210,1","+0130,1","99999,9","2,000",,,,,"10091,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-12T10:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","070,1,N,0031,1","99999,1,C,Y","009900,1,N,1","+0220,1","+0130,1","99999,9","2,999",,,,,"10091,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-13T04:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","999,1,C,0000,1","00480,1,C,N","007000,1,N,1","+0150,1","+0150,1","99999,9","1,999","02,1,+00300,9,07,9","03,1,+00480,9,09,9","05,1,+00600,9,08,9","07,1,+01200,9,05,9","10119,1,99999,9","29,1",,,
"07623399999","1990-05-13T05:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","180,1,N,0010,1","00600,1,C,N","006000,1,N,1","+0150,1","+0150,1","99999,9","1,999","01,1,+00300,9,07,9","03,1,+00600,9,09,9","04,1,+00600,9,08,9","07,1,+00900,9,05,9","10119,1,99999,9",,,,"Q01+000000PRSWM2"
"07623399999","1990-05-13T06:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","330,1,N,0010,1","22000,1,C,N","008000,1,N,1","+0150,1","+0150,1","99999,9","2,000","01,1,+00300,9,07,9","04,1,+00600,9,08,9",,,"10129,1,99999,9",,,,"Q01+000000PRSWM2"
"07623399999","1990-05-13T09:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","999,1,C,0000,1","00480,1,C,N","011200,1,N,1","+0150,1","+0150,1","99999,9","2,013","03,1,+00300,9,07,9","04,1,+00480,9,08,9","08,1,+02700,9,04,9",,"10139,1,99999,9","61,1",,,
"07623399999","1990-05-13T10:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","999,1,C,0000,1","00480,1,C,N","011200,1,N,1","+0160,1","+0160,1","99999,9","2,999","02,1,+00300,9,08,9","03,1,+00480,9,08,9","07,1,+03000,9,03,9",,"10149,1,99999,9","21,1",,,
"07623399999","1990-05-14T04:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","999,1,C,0000,1","22000,1,C,N","011200,1,N,1","+0100,1","+0100,1","99999,9","2,999","01,1,+01200,9,05,9",,,,"10159,1,99999,9",,,,"Q01+000000PRSWM2"
"07623399999","1990-05-14T05:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","999,1,C,0000,1","22000,1,C,N","011200,1,N,1","+0100,1","+0100,1","99999,9","2,999","01,1,+01200,9,05,9","04,1,+07500,9,00,9",,,"10159,1,99999,9",,,,"Q01+000000PRSWM2"
"07623399999","1990-05-14T06:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","210,1,N,0010,1","99999,1,C,Y","009900,1,N,1","+0110,1","+0110,1","99999,9","2,000",,,,,"10169,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-14T07:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","999,1,C,0000,1","99999,1,C,Y","009900,1,N,1","+0140,1","+0130,1","99999,9","2,999",,,,,"10169,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-14T08:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","200,1,N,0010,1","99999,1,C,Y","009900,1,N,1","+0160,1","+0130,1","99999,9","2,999",,,,,"10169,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-14T09:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","160,1,N,0010,1","99999,1,C,Y","009900,1,N,1","+0190,1","+0130,1","99999,9","2,000",,,,,"10169,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-14T10:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","170,1,N,0010,1","99999,1,C,Y","009900,1,N,1","+0200,1","+0120,1","99999,9","2,999",,,,,"10159,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-14T11:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","030,1,N,0021,1","99999,1,C,Y","009900,1,N,1","+0220,1","+0130,1","99999,9","2,999",,,,,"10159,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-14T12:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","010,1,N,0010,1","99999,1,C,Y","009900,1,N,1","+0230,1","+0120,1","99999,9","2,000",,,,,"10149,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-14T13:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","040,1,N,0021,1","99999,1,C,Y","009900,1,N,1","+0240,1","+0110,1","99999,9","2,999",,,,,"10149,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-14T14:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","030,1,N,0021,1","99999,1,C,Y","009900,1,N,1","+0240,1","+0120,1","99999,9","2,999",,,,,"10149,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-14T15:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","130,1,N,0010,1","99999,1,C,Y","009900,1,N,1","+0240,1","+0110,1","99999,9","2,000",,,,,"10149,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-15T04:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","999,1,C,0000,1","22000,1,C,N","006000,1,N,1","+0110,1","+0110,1","99999,9","1,999","01,1,+03000,9,03,9",,,,"10159,1,99999,9",,,,"Q01+000000PRSWM2"
"07623399999","1990-05-15T05:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","999,1,C,0000,1","22000,1,C,N","007000,1,N,1","+0100,1","+0100,1","99999,9","2,999","01,1,+02700,9,03,9",,,,"10169,1,99999,9",,,,"Q01+000000PRSWM2"
"07623399999","1990-05-15T06:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","999,1,C,0000,1","22000,1,C,N","008000,1,N,1","+0120,1","+0120,1","99999,9","2,000","01,1,+02700,9,03,9",,,,"10169,1,99999,9",,,,"Q01+000000PRSWM2"
"07623399999","1990-05-15T07:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","999,1,C,0000,1","99999,1,C,Y","009900,1,N,1","+0150,1","+0150,1","99999,9","2,999",,,,,"10169,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-15T08:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","260,1,N,0010,1","99999,1,C,Y","009900,1,N,1","+0190,1","+0160,1","99999,9","2,999",,,,,"10169,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-15T09:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","120,1,N,0041,1","99999,1,C,Y","009900,1,N,1","+0230,1","+0150,1","99999,9","2,000",,,,,"10169,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-15T10:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","180,1,N,0021,1","99999,1,C,Y","009900,1,N,1","+0250,1","+0160,1","99999,9","2,999",,,,,"10169,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-15T11:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","130,1,N,0010,1","99999,1,C,Y","009900,1,N,1","+0260,1","+0160,1","99999,9","2,999",,,,,"10169,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-15T12:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","320,1,N,0010,1","99999,1,C,Y","009900,1,N,1","+0270,1","+0150,1","99999,9","2,000",,,,,"10159,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-15T14:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","320,1,N,0031,1","99999,1,C,Y","009900,1,N,1","+0290,1","+0130,1","99999,9","2,999",,,,,"10159,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-15T15:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","260,1,N,0031,1","99999,1,C,Y","009900,1,N,1","+0280,1","+0120,1","99999,9","2,000",,,,,"10159,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-16T04:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","200,1,N,0010,1","99999,1,C,Y","009900,1,N,1","+0130,1","+0130,1","99999,9","1,999",,,,,"10210,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-16T05:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","190,1,N,0010,1","99999,1,C,Y","009900,1,N,1","+0120,1","+0120,1","99999,9","2,999",,,,,"10210,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-16T06:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","200,1,N,0010,1","99999,1,C,Y","009900,1,N,1","+0140,1","+0140,1","99999,9","2,000",,,,,"10210,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-16T07:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","999,1,C,0000,1","99999,1,C,Y","009900,1,N,1","+0170,1","+0140,1","99999,9","2,999",,,,,"10210,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-16T08:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","030,1,N,0021,1","99999,1,C,Y","009900,1,N,1","+0190,1","+0130,1","99999,9","2,999",,,,,"10210,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-16T09:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","020,1,N,0031,1","99999,1,C,Y","009900,1,N,1","+0200,1","+0130,1","99999,9","2,000",,,,,"10210,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-16T10:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","070,1,N,0021,1","99999,1,C,Y","009900,1,N,1","+0220,1","+0150,1","99999,9","2,999",,,,,"10200,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-16T11:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","030,1,N,0031,1","22000,1,C,N","011200,1,N,1","+0230,1","+0150,1","99999,9","2,999","01,1,+00990,9,08,9","03,1,+07500,9,00,9",,,"10200,1,99999,9",,,,"Q01+000000PRSWM2"
"07623399999","1990-05-16T12:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","090,1,N,0031,1","22000,1,C,N","011200,1,N,1","+0240,1","+0150,1","99999,9","2,000","01,1,+00990,9,08,9","03,1,+07500,9,00,9",,,"10190,1,99999,9",,,,"Q01+000000PRSWM2"
"07623399999","1990-05-16T13:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","020,1,N,0041,1","99999,1,C,Y","009900,1,N,1","+0260,1","+0160,1","99999,9","2,999",,,,,"10180,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-16T14:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","040,1,N,0031,1","99999,1,C,Y","009900,1,N,1","+0260,1","+0150,1","99999,9","2,999",,,,,"10169,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-16T15:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","120,1,N,0031,1","99999,1,C,Y","009900,1,N,1","+0270,1","+0150,1","99999,9","2,000",,,,,"10169,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-17T04:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","010,1,N,0031,1","22000,1,C,N","011200,1,N,1","+0170,1","+0160,1","99999,9","1,999","03,1,+00900,9,09,9",,,,"10149,1,99999,9","95,1",,,
"07623399999","1990-05-17T05:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","320,1,N,0010,1","22000,1,C,N","011200,1,N,1","+0170,1","+0150,1","99999,9","1,999","01,1,+00900,9,09,9","04,1,+03000,9,03,9",,,"10149,1,99999,9","29,1",,,
"07623399999","1990-05-17T06:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","230,1,N,0021,1","99999,1,C,Y","009900,1,N,1","+0170,1","+0160,1","99999,9","2,000",,,,,"10159,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-17T07:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","180,1,N,0021,1","99999,1,C,Y","009900,1,N,1","+0200,1","+0160,1","99999,9","2,999",,,,,"10159,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-17T08:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","160,1,N,0021,1","99999,1,C,Y","009900,1,N,1","+0230,1","+0170,1","99999,9","2,999",,,,,"10159,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-17T09:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","120,1,N,0021,1","99999,1,C,Y","009900,1,N,1","+0220,1","+0160,1","99999,9","2,000",,,,,"10159,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-17T10:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","140,1,N,0021,1","99999,1,C,Y","009900,1,N,1","+0240,1","+0160,1","99999,9","2,999",,,,,"10159,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-17T11:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","110,1,N,0031,1","99999,1,C,Y","009900,1,N,1","+0250,1","+0150,1","99999,9","2,999",,,,,"10159,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-17T12:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","070,1,N,0031,1","99999,1,C,Y","009900,1,N,1","+0270,1","+0150,1","99999,9","2,000",,,,,"10149,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-17T13:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","060,1,N,0031,1","99999,1,C,Y","009900,1,N,1","+0280,1","+0150,1","99999,9","2,999",,,,,"10149,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-17T14:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","040,1,N,0041,1","99999,1,C,Y","009900,1,N,1","+0280,1","+0140,1","99999,9","2,999",,,,,"10139,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-17T15:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","030,1,N,0031,1","99999,1,C,Y","009900,1,N,1","+0280,1","+0130,1","99999,9","2,000",,,,,"10129,1,99999,9",,,"MET005CAVOK","Q01+000000PRSWM2"
"07623399999","1990-05-18T04:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","310,1,N,0021,1","00090,1,C,N","005000,1,N,1","+0160,1","+0160,1","99999,9","1,999","07,1,+00090,9,07,9",,,,"10169,1,99999,9",,,,"Q01+000000PRSWM2"
"07623399999","1990-05-18T05:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","330,1,N,0010,1","00120,1,C,N","005000,1,N,1","+0160,1","+0160,1","99999,9","1,999","07,1,+00120,9,07,9",,,,"10169,1,99999,9",,,,"Q01+000000PRSWM2"
"07623399999","1990-05-18T07:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","999,1,C,0000,1","00090,1,C,N","005000,1,N,1","+0160,1","+0160,1","99999,9","2,999","07,1,+00090,9,07,9",,,,"10169,1,99999,9",,,,"Q01+000000PRSWM2"
"07623399999","1990-05-18T08:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","060,1,N,0010,1","00120,1,C,N","006000,1,N,1","+0170,1","+0160,1","99999,9","2,999","07,1,+00120,9,07,9",,,,"10169,1,99999,9",,,,"Q01+000000PRSWM2"
"07623399999","1990-05-18T09:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","999,1,C,0000,1","00180,1,C,N","007000,1,N,1","+0170,1","+0160,1","99999,9","2,000","07,1,+00180,9,08,9",,,,"10169,1,99999,9",,,,"Q01+000000PRSWM2"
"07623399999","1990-05-18T10:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","240,1,N,0010,1","00300,1,C,N","011200,1,N,1","+0180,1","+0160,1","99999,9","2,999","05,1,+00300,9,08,9","07,1,+01200,9,05,9",,,"10169,1,99999,9",,,,"Q01+000000PRSWM2"
"07623399999","1990-05-18T11:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","010,1,N,0010,1","01500,1,C,N","011200,1,N,1","+0190,1","+0160,1","99999,9","2,999","03,1,+00480,9,08,9","05,1,+01500,9,05,9","05,1,+02700,9,03,9",,"10169,1,99999,9",,,,"Q01+000000PRSWM2"
"07623399999","1990-05-18T12:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","030,1,N,0010,1","01500,1,C,N","011200,1,N,1","+0210,1","+0170,1","99999,9","2,000","03,1,+00600,9,08,9","07,1,+01500,9,05,9",,,"10169,1,99999,9",,,,"Q01+000000PRSWM2"
"07623399999","1990-05-18T13:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","360,1,N,0051,1","01500,1,C,N","011200,1,N,1","+0200,1","+0180,1","99999,9","2,999","03,1,+00780,9,08,9","07,1,+01500,9,05,9",,,"10169,1,99999,9",,,,"Q01+000000PRSWM2"
"07623399999","1990-05-18T14:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","360,1,N,0041,1","00900,1,C,N","011200,1,N,1","+0200,1","+0180,1","99999,9","2,999","02,1,+00600,9,09,9","03,1,+00900,9,08,9","07,1,+02700,9,03,9",,"10159,1,99999,9",,,,"Q01+000000PRSWM2"
"07623399999","1990-05-18T15:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","080,1,N,0021,1","00600,1,C,N","006000,1,N,1","+0190,1","+0170,1","99999,9","2,016","05,1,+00600,9,09,9","07,1,+02700,9,03,9",,,"10159,1,99999,9","95,1",,,
"07623399999","1990-05-19T04:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","220,1,N,0010,1","22000,1,C,N","003000,1,N,1","+0130,1","+0130,1","99999,9","2,999","01,1,+01500,9,05,9",,,,"10169,1,99999,9","40,1",,,
"07623399999","1990-05-19T05:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","190,1,N,0010,1","22000,1,C,N","000200,1,N,1","+0140,1","+0140,1","99999,9","1,999","01,1,+01500,9,05,9",,,,"10180,1,99999,9","46,1",,,
"07623399999","1990-05-19T06:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","190,1,N,0031,1","22000,1,C,N","000800,1,N,1","+0140,1","+0140,1","99999,9","2,000","02,1,+07500,9,00,9",,,,"10180,1,99999,9","42,1",,,
"07623399999","1990-05-19T09:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","999,1,C,0000,1","07500,1,C,N","011200,1,N,1","+0200,1","+0180,1","99999,9","2,000","02,1,+00450,9,08,9","04,1,+07500,9,00,9",,,"10180,1,99999,9",,,,"Q01+000000PRSWM2"
"07623399999","1990-05-19T10:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","230,1,N,0010,1","07500,1,C,N","011200,1,N,1","+0220,1","+0170,1","99999,9","2,999","04,1,+00690,9,08,9","03,1,+07500,9,00,9",,,"10180,1,99999,9",,,,"Q01+000000PRSWM2"
"07623399999","1990-05-20T04:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","190,1,N,0031,1","02700,1,C,N","011200,1,N,1","+0170,1","+0150,1","99999,9","2,999","02,1,+00990,9,09,9","06,1,+02700,9,03,9",,,"10139,1,99999,9","17,1",,,
"07623399999","1990-05-20T05:00:00","4","43.683","0.6","125.0","LAMOTHE AUCH, FR","FM-15","LFDH ","V020","100,1,N,0010,1","02700,1,C,N","011200,1,N,1","+0170,1","+0150,1","99999,9","1,999","02,1,+00990,9,09,9","02,1,+01200,9,05,9","07,1,+02700,9,03,9",,"10149,1,99999,9","17,1",,,
